SKILLCOSTS: 1 0  => 0x0
SKILLDESCRIPTIONID: 6769  => 0xbfa
SKILLDESCRIPTIONID: 6766  => 0xbfb
SKILLDESCRIPTIONID: 6765  => 0xbfc
SKILLDESCRIPTIONID: 6757  => 0xbfd
SKILLDESCRIPTIONID: 6755  => 0xbfe
SKILLDESCRIPTIONID: 6754  => 0xbff
SKILLDESCRIPTIONID: 6750  => 0xc00
SKILLDESCRIPTIONID: 6748  => 0xc01
SKILLDESCRIPTIONID: 6746  => 0xc02
SKILLDESCRIPTIONID: 6745  => 0xc03
SKILLDESCRIPTIONID: 6744  => 0xc04
SKILLDESCRIPTIONID: 6743  => 0xc05
SKILLDESCRIPTIONID: 6742  => 0xc06
SKILLDESCRIPTIONID: 6741  => 0xc07
SKILLDESCRIPTIONID: 6739  => 0xc08
SKILLDESCRIPTIONID: 6738  => 0xc09
SKILLDESCRIPTIONID: 6737  => 0xc0a
SKILLDESCRIPTIONID: 6736  => 0xc0b
SKILLDESCRIPTIONID: 6733  => 0xc0c
SKILLDESCRIPTIONID: 6732  => 0xc0d
SKILLDESCRIPTIONID: 6731  => 0xc0e
SKILLDESCRIPTIONID: 6730  => 0xc0f
SKILLDESCRIPTIONID: 6729  => 0xc10
SKILLDESCRIPTIONID: 6728  => 0xc11
SKILLDESCRIPTIONID: 6727  => 0xc12
SKILLDESCRIPTIONID: 6726  => 0xc13
SKILLDESCRIPTIONID: 6725  => 0xc14
SKILLDESCRIPTIONID: 6722  => 0xc15
SKILLDESCRIPTIONID: 6721  => 0xc16
SKILLDESCRIPTIONID: 6720  => 0xc17
SKILLDESCRIPTIONID: 6719  => 0xc18
SKILLDESCRIPTIONID: 6718  => 0xc19
SKILLDESCRIPTIONID: 6717  => 0xc1a
SKILLDESCRIPTIONID: 6716  => 0xc1b
SKILLDESCRIPTIONID: 6715  => 0xc1c
SKILLDESCRIPTIONID: 6714  => 0xc1d
SKILLDESCRIPTIONID: 6713  => 0xc1e
SKILLDESCRIPTIONID: 6712  => 0xc1f
SKILLDESCRIPTIONID: 6708  => 0xc20
SKILLDESCRIPTIONID: 6707  => 0xc21
SKILLDESCRIPTIONID: 6705  => 0xc22
SKILLDESCRIPTIONID: 6704  => 0xc23
SKILLDESCRIPTIONID: 6703  => 0xc24
SKILLDESCRIPTIONID: 6699  => 0xc25
SKILLDESCRIPTIONID: 6697  => 0xc26
SKILLDESCRIPTIONID: 6696  => 0xc27
SKILLDESCRIPTIONID: 6693  => 0xc28
SKILLDESCRIPTIONID: 6691  => 0xc29
SKILLDESCRIPTIONID: 6690  => 0xc2a
SKILLDESCRIPTIONID: 6689  => 0xc2b
SKILLDESCRIPTIONID: 6688  => 0xc2c
SKILLDESCRIPTIONID: 6687  => 0xc2d
SKILLDESCRIPTIONID: 6686  => 0xc2e
SKILLDESCRIPTIONID: 6685  => 0xc2f
SKILLDESCRIPTIONID: 6684  => 0xc30
SKILLDESCRIPTIONID: 6683  => 0xc31
SKILLDESCRIPTIONID: 6682  => 0xc32
SKILLDESCRIPTIONID: 6680  => 0xc33
SKILLDESCRIPTIONID: 6679  => 0xc34
SKILLDESCRIPTIONID: 6677  => 0xc35
SKILLDESCRIPTIONID: 6676  => 0xc36
SKILLDESCRIPTIONID: 6675  => 0xc37
SKILLDESCRIPTIONID: 6674  => 0xc38
SKILLDESCRIPTIONID: 6673  => 0xc39
SKILLDESCRIPTIONID: 6672  => 0xc3a
SKILLDESCRIPTIONID: 6671  => 0xc3b
SKILLDESCRIPTIONID: 6668  => 0xc3c
SKILLDESCRIPTIONID: 6654  => 0xc3d
SKILLDESCRIPTIONID: 6651  => 0xc3e
SKILLDESCRIPTIONID: 6649  => 0xc3f
SKILLDESCRIPTIONID: 6637  => 0xc40
SKILLDESCRIPTIONID: 6636  => 0xc41
SKILLDESCRIPTIONID: 6632  => 0xc42
SKILLDESCRIPTIONID: 6629  => 0xc43
SKILLDESCRIPTIONID: 6627  => 0xc44
SKILLDESCRIPTIONID: 6626  => 0xc45
SKILLDESCRIPTIONID: 6621  => 0xc46
SKILLDESCRIPTIONID: 6620  => 0xc47
SKILLDESCRIPTIONID: 6619  => 0xc48
SKILLDESCRIPTIONID: 6618  => 0xc49
SKILLDESCRIPTIONID: 6616  => 0xc4a
SKILLDESCRIPTIONID: 6614  => 0xc4b
SKILLDESCRIPTIONID: 6611  => 0xc4c
SKILLDESCRIPTIONID: 6610  => 0xc4d
SKILLDESCRIPTIONID: 6609  => 0xc4e
SKILLDESCRIPTIONID: 6608  => 0xc4f
SKILLDESCRIPTIONID: 6604  => 0xc50
SKILLDESCRIPTIONID: 6602  => 0xc51
SKILLDESCRIPTIONID: 6601  => 0xc52
SKILLDESCRIPTIONID: 6600  => 0xc53
SKILLDESCRIPTIONID: 6598  => 0xc54
SKILLDESCRIPTIONID: 6596  => 0xc55
SKILLDESCRIPTIONID: 6585  => 0xc56
SKILLDESCRIPTIONID: 6581  => 0xc57
SKILLDESCRIPTIONID: 6580  => 0xc58
SKILLDESCRIPTIONID: 6579  => 0xc59
SKILLDESCRIPTIONID: 6578  => 0xc5a
SKILLDESCRIPTIONID: 6577  => 0xc5b
SKILLDESCRIPTIONID: 6572  => 0xc5c
SKILLDESCRIPTIONID: 6571  => 0xc5d
SKILLDESCRIPTIONID: 6567  => 0xc5e
SKILLDESCRIPTIONID: 6566  => 0xc5f
SKILLDESCRIPTIONID: 6551  => 0xc60
SKILLDESCRIPTIONID: 6550  => 0xc61
SKILLDESCRIPTIONID: 6548  => 0xc62
SKILLDESCRIPTIONID: 6437  => 0xc63
SKILLDESCRIPTIONID: 6279  => 0xc64
SKILLDESCRIPTIONID: 4874  => 0xc65
SKILLDESCRIPTIONID: 4799  => 0xc66
SKILLDESCRIPTIONID: 4798  => 0xc67
SKILLDESCRIPTIONID: 4796  => 0xc68
SKILLDESCRIPTIONID: 4786  => 0xc69
SKILLDESCRIPTIONID: 4785  => 0xc6a
SKILLDESCRIPTIONID: 4784  => 0xc6b
SKILLDESCRIPTIONID: 4776  => 0xc6c
SKILLDESCRIPTIONID: 4769  => 0xc6d
SKILLDESCRIPTIONID: 4766  => 0xc6e
SKILLDESCRIPTIONID: 4764  => 0xc6f
SKILLDESCRIPTIONID: 4763  => 0xc70
SKILLDESCRIPTIONID: 4762  => 0xc71
SKILLDESCRIPTIONID: 4755  => 0xc72
SKILLDESCRIPTIONID: 4754  => 0xc73
SKILLDESCRIPTIONID: 4753  => 0xc74
SKILLDESCRIPTIONID: 4749  => 0xc75
SKILLDESCRIPTIONID: 4748  => 0xc76
SKILLDESCRIPTIONID: 4747  => 0xc77
SKILLDESCRIPTIONID: 4742  => 0xc78
SKILLDESCRIPTIONID: 4740  => 0xc79
SKILLDESCRIPTIONID: 4737  => 0xc7a
SKILLDESCRIPTIONID: 4736  => 0xc7b
SKILLDESCRIPTIONID: 4734  => 0xc7c
SKILLDESCRIPTIONID: 4729  => 0xc7d
SKILLDESCRIPTIONID: 4726  => 0xc7e
SKILLDESCRIPTIONID: 4724  => 0xc7f
SKILLDESCRIPTIONID: 4723  => 0xc80
SKILLDESCRIPTIONID: 4722  => 0xc81
SKILLDESCRIPTIONID: 4721  => 0xc82
SKILLDESCRIPTIONID: 4720  => 0xc83
SKILLDESCRIPTIONID: 4719  => 0xc84
SKILLDESCRIPTIONID: 4718  => 0xc85
SKILLDESCRIPTIONID: 4715  => 0xc86
SKILLDESCRIPTIONID: 4714  => 0xc87
SKILLDESCRIPTIONID: 4710  => 0xc88
SKILLDESCRIPTIONID: 4706  => 0xc89
SKILLDESCRIPTIONID: 4705  => 0xc8a
SKILLDESCRIPTIONID: 4704  => 0xc8b
SKILLDESCRIPTIONID: 4701  => 0xc8c
SKILLDESCRIPTIONID: 4699  => 0xc8d
SKILLDESCRIPTIONID: 4698  => 0xc8e
SKILLDESCRIPTIONID: 4697  => 0xc8f
SKILLDESCRIPTIONID: 4696  => 0xc90
SKILLDESCRIPTIONID: 4692  => 0xc91
SKILLDESCRIPTIONID: 4683  => 0xc92
SKILLDESCRIPTIONID: 4682  => 0xc93
SKILLDESCRIPTIONID: 4676  => 0xc94
SKILLDESCRIPTIONID: 4675  => 0xc95
SKILLDESCRIPTIONID: 4674  => 0xc96
SKILLDESCRIPTIONID: 4673  => 0xc97
SKILLDESCRIPTIONID: 4670  => 0xc98
SKILLDESCRIPTIONID: 4667  => 0xc99
SKILLDESCRIPTIONID: 4660  => 0xc9a
SKILLDESCRIPTIONID: 4659  => 0xc9b
SKILLDESCRIPTIONID: 4651  => 0xc9c
SKILLDESCRIPTIONID: 4650  => 0xc9d
SKILLDESCRIPTIONID: 4649  => 0xc9e
SKILLDESCRIPTIONID: 4648  => 0xc9f
SKILLDESCRIPTIONID: 4647  => 0xca0
SKILLDESCRIPTIONID: 4646  => 0xca1
SKILLDESCRIPTIONID: 4644  => 0xca2
SKILLDESCRIPTIONID: 4643  => 0xca3
SKILLDESCRIPTIONID: 4642  => 0xca4
SKILLDESCRIPTIONID: 4639  => 0xca5
SKILLDESCRIPTIONID: 4638  => 0xca6
SKILLDESCRIPTIONID: 4634  => 0xca7
SKILLDESCRIPTIONID: 4630  => 0xca8
SKILLDESCRIPTIONID: 4629  => 0xca9
SKILLDESCRIPTIONID: 4628  => 0xcaa
SKILLDESCRIPTIONID: 4624  => 0xcab
SKILLDESCRIPTIONID: 4620  => 0xcac
SKILLDESCRIPTIONID: 4615  => 0xcad
SKILLDESCRIPTIONID: 4612  => 0xcae
SKILLDESCRIPTIONID: 4609  => 0xcaf
SKILLDESCRIPTIONID: 4605  => 0xcb0
SKILLDESCRIPTIONID: 4557  => 0xcb1
SKILLDESCRIPTIONID: 4556  => 0xcb2
SKILLDESCRIPTIONID: 4549  => 0xcb3
SKILLDESCRIPTIONID: 4537  => 0xcb4
SKILLDESCRIPTIONID: 4532  => 0xcb5
SKILLDESCRIPTIONID: 4531  => 0xcb6
SKILLDESCRIPTIONID: 4530  => 0xcb7
SKILLDESCRIPTIONID: 4529  => 0xcb8
SKILLDESCRIPTIONID: 4527  => 0xcb9
SKILLDESCRIPTIONID: 4518  => 0xcba
SKILLDESCRIPTIONID: 4515  => 0xcbb
SKILLDESCRIPTIONID: 4512  => 0xcbc
SKILLDESCRIPTIONID: 4511  => 0xcbd
SKILLDESCRIPTIONID: 4510  => 0xcbe
SKILLDESCRIPTIONID: 4509  => 0xcbf
SKILLDESCRIPTIONID: 4508  => 0xcc0
SKILLDESCRIPTIONID: 4507  => 0xcc1
SKILLDESCRIPTIONID: 4506  => 0xcc2
SKILLDESCRIPTIONID: 4505  => 0xcc3
SKILLDESCRIPTIONID: 4457  => 0xcc4
SKILLDESCRIPTIONID: 4375  => 0xcc5
SKILLDEFENDHANIM: "hitF"  => 0xcc6
SKILLDEFENDHANIM: "hit"  => 0xcc7
SKILLCREATE: "Yeti YowlofPain" "Support" "One Time"  => 0xcc8
SKILLCREATE: "Yeti WaterAffinity IV" "Attack" "Standard"  => 0xcc9
SKILLCREATE: "Yeti WaterAffinity III" "Attack" "Standard"  => 0xcca
SKILLCREATE: "Yeti WaterAffinity II" "Attack" "Standard"  => 0xccb
SKILLCREATE: "Yeti WaterAffinity I" "Attack" "Standard"  => 0xccc
SKILLCREATE: "Yeti ThickenedPelt" "Innate" "Status"  => 0xccd
SKILLCREATE: "Yeti Run I" "Attack" "Standard"  => 0xcce
SKILLCREATE: "Yeti NumbingBlows" "Attack" "Standard"  => 0xccf
SKILLCREATE: "Yeti IndomitableWill" "Innate" "Status"  => 0xcd0
SKILLCREATE: "Yeti IcicleBreath" "Support" "One Time"  => 0xcd1
SKILLCREATE: "Yeti Hibernation" "Support" "One Time"  => 0xcd2
SKILLCREATE: "Yeti HeavyStrike" "Attack" "Standard"  => 0xcd3
SKILLCREATE: "Yeti HeavyPaw" "Attack" "Standard"  => 0xcd4
SKILLCREATE: "Yeti FireAffinity IV" "Attack" "Standard"  => 0xcd5
SKILLCREATE: "Yeti FireAffinity III" "Attack" "Standard"  => 0xcd6
SKILLCREATE: "Yeti FireAffinity II" "Attack" "Standard"  => 0xcd7
SKILLCREATE: "Yeti FireAffinity I" "Attack" "Standard"  => 0xcd8
SKILLCREATE: "Yeti FierceBackhand" "Attack" "Standard"  => 0xcd9
SKILLCREATE: "Yeti FearsomeYell" "Support" "One Time"  => 0xcda
SKILLCREATE: "Yeti EarthAffinity IV" "Attack" "Standard"  => 0xcdb
SKILLCREATE: "Yeti EarthAffinity III" "Attack" "Standard"  => 0xcdc
SKILLCREATE: "Yeti EarthAffinity II" "Attack" "Standard"  => 0xcdd
SKILLCREATE: "Yeti EarthAffinity I" "Attack" "Standard"  => 0xcde
SKILLCREATE: "Yeti DeliberateNature" "Innate" "Status"  => 0xcdf
SKILLCREATE: "Yeti Defend" "Support" "Ongoing"  => 0xce0
SKILLCREATE: "Yeti Defend II" "Support" "Ongoing"  => 0xce1
SKILLCREATE: "Yeti CryofAnger" "Support" "One Time"  => 0xce2
SKILLCREATE: "Yeti ComboChain IV" "Secondary" "Combo"  => 0xce3
SKILLCREATE: "Yeti ComboChain III" "Secondary" "Combo"  => 0xce4
SKILLCREATE: "Yeti ComboChain II" "Secondary" "Combo"  => 0xce5
SKILLCREATE: "Yeti ComboChain I" "Secondary" "Combo"  => 0xce6
SKILLCREATE: "Yeti Combo IV" "Attack" "Standard"  => 0xce7
SKILLCREATE: "Yeti Combo III" "Attack" "Standard"  => 0xce8
SKILLCREATE: "Yeti Combo II" "Attack" "Standard"  => 0xce9
SKILLCREATE: "Yeti Combo I" "Attack" "Standard"  => 0xcea
SKILLCREATE: "Yeti Block" "Innate" "Defend"  => 0xceb
SKILLCREATE: "Yeti Attack" "Attack" "Standard"  => 0xcec
SKILLCREATE: "Yeti AirAffinity IV" "Attack" "Standard"  => 0xced
SKILLCREATE: "Yeti AirAffinity III" "Attack" "Standard"  => 0xcee
SKILLCREATE: "Yeti AirAffinity II" "Attack" "Standard"  => 0xcef
SKILLCREATE: "Yeti AirAffinity I" "Attack" "Standard"  => 0xcf0
SKILLCREATE: "Yeti AgoraphobiaSub" "Attack" "Standard"  => 0xcf1
SKILLCREATE: "Yeti Agoraphobia" "Support" "One Time"  => 0xcf2
SKILLCREATE: "WolfGreater TearThroat II" "Attack" "Standard"  => 0xcf3
SKILLCREATE: "WolfGreater TearThroat I" "Attack" "Standard"  => 0xcf4
SKILLCREATE: "WolfGreater TargetLeg" "Attack" "Standard"  => 0xcf5
SKILLCREATE: "WolfGreater TargetArm" "Attack" "Standard"  => 0xcf6
SKILLCREATE: "WolfGreater Snarl II" "Support" "One Time"  => 0xcf7
SKILLCREATE: "WolfGreater Snarl I" "Support" "One Time"  => 0xcf8
SKILLCREATE: "WolfGreater PackMentality II" "Innate" "Hit Cause"  => 0xcf9
SKILLCREATE: "WolfGreater PackMentality I" "Innate" "Crit Cause"  => 0xcfa
SKILLCREATE: "WolfGreater Nip" "Attack" "Standard"  => 0xcfb
SKILLCREATE: "WolfGreater LupusCall I" "Support" "One Time"  => 0xcfc
SKILLCREATE: "WolfGreater Evade" "Innate" "Defend"  => 0xcfd
SKILLCREATE: "WolfGreater EarthAffinity III" "Attack" "Standard"  => 0xcfe
SKILLCREATE: "WolfGreater EarthAffinity II" "Attack" "Standard"  => 0xcff
SKILLCREATE: "WolfGreater EarthAffinity I" "Attack" "Standard"  => 0xd00
SKILLCREATE: "WolfGreater Courage" "Innate" "Status"  => 0xd01
SKILLCREATE: "WolfGreater Attack" "Attack" "Standard"  => 0xd02
SKILLCREATE: "Wolf Turtle I" "Support" "Ongoing"  => 0xd03
SKILLCREATE: "Wolf TearThroat" "Attack" "Standard"  => 0xd04
SKILLCREATE: "Wolf TearThroat II" "Attack" "Standard"  => 0xd05
SKILLCREATE: "Wolf TargetLeg" "Attack" "Standard"  => 0xd06
SKILLCREATE: "Wolf TargetArm" "Attack" "Standard"  => 0xd07
SKILLCREATE: "Wolf Snarl II" "Support" "One Time"  => 0xd08
SKILLCREATE: "Wolf Snarl I" "Support" "One Time"  => 0xd09
SKILLCREATE: "Wolf ShiftReturn" "Support" "One Time"  => 0xd0a
SKILLCREATE: "Wolf RiposteSub" "Attack" "Standard"  => 0xd0b
SKILLCREATE: "Wolf Riposte" "Innate" "Miss Return"  => 0xd0c
SKILLCREATE: "Wolf PullDown" "Attack" "Breakout"  => 0xd0d
SKILLCREATE: "Wolf PackMentality II" "Innate" "Hit Cause"  => 0xd0e
SKILLCREATE: "Wolf PackMentality I" "Innate" "Crit Cause"  => 0xd0f
SKILLCREATE: "Wolf Nip" "Attack" "Standard"  => 0xd10
SKILLCREATE: "Wolf LupusCall" "Support" "One Time"  => 0xd11
SKILLCREATE: "Wolf LupusCall II" "Support" "One Time"  => 0xd12
SKILLCREATE: "Wolf Evade" "Innate" "Defend"  => 0xd13
SKILLCREATE: "Wolf Evade II" "Innate" "Status"  => 0xd14
SKILLCREATE: "Wolf EarthAffinity IV" "Attack" "Standard"  => 0xd15
SKILLCREATE: "Wolf EarthAffinity III" "Attack" "Standard"  => 0xd16
SKILLCREATE: "Wolf EarthAffinity II" "Attack" "Standard"  => 0xd17
SKILLCREATE: "Wolf EarthAffinity I" "Attack" "Standard"  => 0xd18
SKILLCREATE: "Wolf Courage" "Innate" "Status"  => 0xd19
SKILLCREATE: "Wolf ComboChain IV" "Secondary" "Combo"  => 0xd1a
SKILLCREATE: "Wolf ComboChain III" "Secondary" "Combo"  => 0xd1b
SKILLCREATE: "Wolf ComboChain II" "Secondary" "Combo"  => 0xd1c
SKILLCREATE: "Wolf ComboChain I" "Secondary" "Combo"  => 0xd1d
SKILLCREATE: "Wolf Combo IV" "Attack" "Standard"  => 0xd1e
SKILLCREATE: "Wolf Combo III" "Attack" "Standard"  => 0xd1f
SKILLCREATE: "Wolf Combo II" "Attack" "Standard"  => 0xd20
SKILLCREATE: "Wolf Combo I" "Attack" "Standard"  => 0xd21
SKILLCREATE: "Wolf Attack" "Attack" "Standard"  => 0xd22
SKILLCREATE: "Valens WideSwing" "Attack" "Standard"  => 0xd23
SKILLCREATE: "Valens WaterAffinity IV" "Attack" "Standard"  => 0xd24
SKILLCREATE: "Valens WaterAffinity III" "Attack" "Standard"  => 0xd25
SKILLCREATE: "Valens WaterAffinity II" "Attack" "Standard"  => 0xd26
SKILLCREATE: "Valens WaterAffinity I" "Attack" "Standard"  => 0xd27
SKILLCREATE: "Valens Turtle I" "Support" "Ongoing"  => 0xd28
SKILLCREATE: "Valens TargetLeg" "Attack" "Standard"  => 0xd29
SKILLCREATE: "Valens TargetHead" "Attack" "Standard"  => 0xd2a
SKILLCREATE: "Valens TargetArm" "Attack" "Standard"  => 0xd2b
SKILLCREATE: "Valens SmackBack" "Attack" "Standard"  => 0xd2c
SKILLCREATE: "Valens ShieldHit I" "Attack" "Standard"  => 0xd2d
SKILLCREATE: "Valens Shield" "Innate" "Defend"  => 0xd2e
SKILLCREATE: "Valens PeoplesHero I" "Innate" "Status"  => 0xd2f
SKILLCREATE: "Valens OffBalance" "Innate" "Miss Return"  => 0xd30
SKILLCREATE: "Valens MuniosSpiritSub" "Support" "One Time"  => 0xd31
SKILLCREATE: "Valens MuniosSpirit" "Innate" "Status"  => 0xd32
SKILLCREATE: "Valens KillTest" "Attack" "Standard"  => 0xd33
SKILLCREATE: "Valens IndomitableWill" "Innate" "Status"  => 0xd34
SKILLCREATE: "Valens FireAffinity IV" "Attack" "Standard"  => 0xd35
SKILLCREATE: "Valens FireAffinity III" "Attack" "Standard"  => 0xd36
SKILLCREATE: "Valens FireAffinity II" "Attack" "Standard"  => 0xd37
SKILLCREATE: "Valens FireAffinity I" "Attack" "Standard"  => 0xd38
SKILLCREATE: "Valens Evade" "Innate" "Defend"  => 0xd39
SKILLCREATE: "Valens Evade II" "Innate" "Status"  => 0xd3a
SKILLCREATE: "Valens EarthAffinity IV" "Attack" "Standard"  => 0xd3b
SKILLCREATE: "Valens EarthAffinity III" "Attack" "Standard"  => 0xd3c
SKILLCREATE: "Valens EarthAffinity II" "Attack" "Standard"  => 0xd3d
SKILLCREATE: "Valens EarthAffinity I" "Attack" "Standard"  => 0xd3e
SKILLCREATE: "Valens Discipline" "Innate" "Status"  => 0xd3f
SKILLCREATE: "Valens DestroyHelm" "Attack" "Standard"  => 0xd40
SKILLCREATE: "Valens DervishFaith" "Innate" "Status"  => 0xd41
SKILLCREATE: "Valens ComboChain IV" "Secondary" "Combo"  => 0xd42
SKILLCREATE: "Valens ComboChain III" "Secondary" "Combo"  => 0xd43
SKILLCREATE: "Valens ComboChain II" "Secondary" "Combo"  => 0xd44
SKILLCREATE: "Valens ComboChain I" "Secondary" "Combo"  => 0xd45
SKILLCREATE: "Valens Combo IV" "Attack" "Standard"  => 0xd46
SKILLCREATE: "Valens Combo III" "Attack" "Standard"  => 0xd47
SKILLCREATE: "Valens Combo II" "Attack" "Standard"  => 0xd48
SKILLCREATE: "Valens Combo I" "Attack" "Standard"  => 0xd49
SKILLCREATE: "Valens CastleGreyskull" "Support" "One Time"  => 0xd4a
SKILLCREATE: "Valens Awareness" "Innate" "Status"  => 0xd4b
SKILLCREATE: "Valens Attack" "Attack" "Standard"  => 0xd4c
SKILLCREATE: "Valens AirAffinity IV" "Attack" "Standard"  => 0xd4d
SKILLCREATE: "Valens AirAffinity III" "Attack" "Standard"  => 0xd4e
SKILLCREATE: "Valens AirAffinity II" "Attack" "Standard"  => 0xd4f
SKILLCREATE: "Valens AirAffinity I" "Attack" "Standard"  => 0xd50
SKILLCREATE: "Ursula WaterAffinity IV" "Attack" "Standard"  => 0xd51
SKILLCREATE: "Ursula WaterAffinity III" "Attack" "Standard"  => 0xd52
SKILLCREATE: "Ursula WaterAffinity II" "Attack" "Standard"  => 0xd53
SKILLCREATE: "Ursula WaterAffinity I" "Attack" "Standard"  => 0xd54
SKILLCREATE: "Ursula Turtle I" "Support" "Ongoing"  => 0xd55
SKILLCREATE: "Ursula SummonLightShield" "Support" "One Time"  => 0xd56
SKILLCREATE: "Ursula SpellBlast" "Attack" "Standard"  => 0xd57
SKILLCREATE: "Ursula SiblingRivalry" "Innate" "Status"  => 0xd58
SKILLCREATE: "Ursula Shield" "Innate" "Defend"  => 0xd59
SKILLCREATE: "Ursula RoundhouseKick" "Attack" "Standard"  => 0xd5a
SKILLCREATE: "Ursula OffBalance" "Innate" "Miss Return"  => 0xd5b
SKILLCREATE: "Ursula LightGuard" "Innate" "Status"  => 0xd5c
SKILLCREATE: "Ursula LightBeam" "Support" "One Time"  => 0xd5d
SKILLCREATE: "Ursula KillTest" "Attack" "Standard"  => 0xd5e
SKILLCREATE: "Ursula IcarusWings" "Support" "One Time"  => 0xd5f
SKILLCREATE: "Ursula HeavenlySpear" "Attack" "Standard"  => 0xd60
SKILLCREATE: "Ursula HealingLight" "Innate" "Status"  => 0xd61
SKILLCREATE: "Ursula FireAffinity IV" "Attack" "Standard"  => 0xd62
SKILLCREATE: "Ursula FireAffinity III" "Attack" "Standard"  => 0xd63
SKILLCREATE: "Ursula FireAffinity II" "Attack" "Standard"  => 0xd64
SKILLCREATE: "Ursula FireAffinity I" "Attack" "Standard"  => 0xd65
SKILLCREATE: "Ursula Evade" "Innate" "Defend"  => 0xd66
SKILLCREATE: "Ursula EarthAffinity IV" "Attack" "Standard"  => 0xd67
SKILLCREATE: "Ursula EarthAffinity III" "Attack" "Standard"  => 0xd68
SKILLCREATE: "Ursula EarthAffinity II" "Attack" "Standard"  => 0xd69
SKILLCREATE: "Ursula EarthAffinity I" "Attack" "Standard"  => 0xd6a
SKILLCREATE: "Ursula DirectionSpell" "Attack" "Standard"  => 0xd6b
SKILLCREATE: "Ursula DestroyHelm" "Attack" "Standard"  => 0xd6c
SKILLCREATE: "Ursula DervishFaith" "Innate" "Status"  => 0xd6d
SKILLCREATE: "Ursula ComboChain IV" "Secondary" "Combo"  => 0xd6e
SKILLCREATE: "Ursula ComboChain III" "Secondary" "Combo"  => 0xd6f
SKILLCREATE: "Ursula ComboChain II" "Secondary" "Combo"  => 0xd70
SKILLCREATE: "Ursula ComboChain I" "Secondary" "Combo"  => 0xd71
SKILLCREATE: "Ursula Combo IV" "Attack" "Standard"  => 0xd72
SKILLCREATE: "Ursula Combo III" "Attack" "Standard"  => 0xd73
SKILLCREATE: "Ursula Combo II" "Attack" "Standard"  => 0xd74
SKILLCREATE: "Ursula Combo I" "Attack" "Standard"  => 0xd75
SKILLCREATE: "Ursula CastleGreyskull" "Support" "One Time"  => 0xd76
SKILLCREATE: "Ursula BlindingFlash" "Support" "One Time"  => 0xd77
SKILLCREATE: "Ursula Awareness" "Innate" "Status"  => 0xd78
SKILLCREATE: "Ursula Attack" "Attack" "Standard"  => 0xd79
SKILLCREATE: "Ursula AirAffinity IV" "Attack" "Standard"  => 0xd7a
SKILLCREATE: "Ursula AirAffinity III" "Attack" "Standard"  => 0xd7b
SKILLCREATE: "Ursula AirAffinity II" "Attack" "Standard"  => 0xd7c
SKILLCREATE: "Ursula AirAffinity I" "Attack" "Standard"  => 0xd7d
SKILLCREATE: "Urlan WolfForm III" "Support" "One Time"  => 0xd7e
SKILLCREATE: "Urlan WolfForm II" "Support" "One Time"  => 0xd7f
SKILLCREATE: "Urlan WolfForm I" "Support" "One Time"  => 0xd80
SKILLCREATE: "Urlan WaterAffinity IV" "Attack" "Standard"  => 0xd81
SKILLCREATE: "Urlan WaterAffinity III" "Attack" "Standard"  => 0xd82
SKILLCREATE: "Urlan WaterAffinity II" "Attack" "Standard"  => 0xd83
SKILLCREATE: "Urlan WaterAffinity I" "Attack" "Standard"  => 0xd84
SKILLCREATE: "Urlan RiposteSub" "Attack" "Standard"  => 0xd85
SKILLCREATE: "Urlan Riposte" "Innate" "Miss Return"  => 0xd86
SKILLCREATE: "Urlan OlderBrother" "Innate" "Status"  => 0xd87
SKILLCREATE: "Urlan Lunge" "Attack" "Standard"  => 0xd88
SKILLCREATE: "Urlan Garrison" "Innate" "Status"  => 0xd89
SKILLCREATE: "Urlan FireAffinity IV" "Attack" "Standard"  => 0xd8a
SKILLCREATE: "Urlan FireAffinity III" "Attack" "Standard"  => 0xd8b
SKILLCREATE: "Urlan FireAffinity II" "Attack" "Standard"  => 0xd8c
SKILLCREATE: "Urlan FireAffinity I" "Attack" "Standard"  => 0xd8d
SKILLCREATE: "Urlan EarthAffinity IV" "Attack" "Standard"  => 0xd8e
SKILLCREATE: "Urlan EarthAffinity III" "Attack" "Standard"  => 0xd8f
SKILLCREATE: "Urlan EarthAffinity II" "Attack" "Standard"  => 0xd90
SKILLCREATE: "Urlan EarthAffinity I" "Attack" "Standard"  => 0xd91
SKILLCREATE: "Urlan DestroyHelm" "Attack" "Standard"  => 0xd92
SKILLCREATE: "Urlan CripplingBlow" "Attack" "Standard"  => 0xd93
SKILLCREATE: "Urlan ComboChain IV" "Secondary" "Combo"  => 0xd94
SKILLCREATE: "Urlan ComboChain III" "Secondary" "Combo"  => 0xd95
SKILLCREATE: "Urlan ComboChain II" "Secondary" "Combo"  => 0xd96
SKILLCREATE: "Urlan ComboChain I" "Secondary" "Combo"  => 0xd97
SKILLCREATE: "Urlan Combo IV" "Attack" "Standard"  => 0xd98
SKILLCREATE: "Urlan Combo III" "Attack" "Standard"  => 0xd99
SKILLCREATE: "Urlan Combo II" "Attack" "Standard"  => 0xd9a
SKILLCREATE: "Urlan Combo I" "Attack" "Standard"  => 0xd9b
SKILLCREATE: "Urlan CatForm III" "Support" "One Time"  => 0xd9c
SKILLCREATE: "Urlan CatForm II" "Support" "One Time"  => 0xd9d
SKILLCREATE: "Urlan CatForm I" "Support" "One Time"  => 0xd9e
SKILLCREATE: "Urlan BreakDefense" "Attack" "Standard"  => 0xd9f
